ASN,latitude,longitude
25956,30.2611,-97.7221
25960,39.5807,-104.877
25961,44.5401,-123.368
25963,32.7475,-97.3279
25967,45.0041,-93.4557
25969,25.7824,-80.1931
25970,32.9271,-96.8335
25973,36.0497,-79.8817
25975,33.7555,-84.3915
25977,29.6186,-95.5377
25980,35.4653,-97.6486
25981,40.7582,-73.9698
25985,37.7749,-122.419
25990,43.9809,-88.5511
25991,41.3776,-82.0717
25992,36.1699,-115.14
25993,37.7749,-122.419
25994,40.2253,-74.9216
26002,30.4127,-91.0961
26004,32.9811,-96.6578
26005,33.1581,-117.351
26006,39.0997,-94.5786
26008,33.9149,-84.3446
26009,32.8433,-117.174
26010,33.3009,-111.956
26016,40.7542,-73.9798
26018,41.8781,-87.6298
26028,41.6475,-88.0895
26032,34.0399,-117.548
26036,47.6961,-116.793
26038,45.519,-122.842
26042,21.3101,-157.86
26052,41.8775,-87.6332
26056,41.6693,-86.256
26058,38.928,-94.6436
26062,33.0229,-117.085
26065,39.0209,-77.4513
26068,44.0247,-88.5426
26073,37.3875,-122.058
26074,40.7128,-74.006
26075,40.3978,-74.1354
26076,39.9664,-75.5117
26077,32.6234,-97.8115
26078,33.0197,-96.746
26085,40.7306,-73.9915
26091,41.1185,-85.1518
26093,29.7285,-95.4344
26095,38.1413,-91.172
26096,30.2943,-97.7202
26097,40.064,-80.7209
26098,36.0592,-79.8779
26101,59.7872,-154.106
26102,39.0438,-77.4874
26108,34.0893,-117.831
26114,37.7817,-122.391
26120,47.5787,-122.154
26122,43.056,-76.1495
26123,42.475,-91.8871
26126,40.4512,-80.0048
26127,32.7767,-96.797
26129,34.0897,-118.336
26133,38.1948,-84.879
26134,36.3302,-119.292
26135,45.5596,-94.161
26137,39.5296,-119.814
26143,33.5099,-117.157
26144,43.0335,-88.1408
26147,38.8141,-77.0387
26151,34.5929,-82.7412
26152,37.4084,-121.954
26153,34.0679,-80.9147
26154,40.7177,-74.0083
26160,26.6801,-81.8755
26161,37.2682,-80.0214
26164,40.8328,-74.3349
26168,32.7767,-96.797
26171,37.7749,-122.419
26189,32.7782,-96.7987
26198,41.8548,-87.6185
26200,40.7895,-74.0565
26201,44.9778,-93.265
26202,37.298,-78.3831
26208,29.7604,-95.3698
26209,38.0722,-97.3456
26210,44.9778,-93.265
26211,37.3928,-122.04
26215,42.0039,-87.9703
26217,27.8639,-82.6667
26223,44.5727,-116.676
26224,33.7615,-84.3914
26226,34.0449,-118.297
26228,41.824,-71.4128
26229,43.5601,-91.6359
26237,36.1699,-115.14
26238,40.6708,-73.6621
26241,39.0904,-84.5099
26244,30.3428,-97.6966
26250,39.7774,-104.968
26251,42.7654,-71.4676
26253,37.6624,-113.081
26254,34.0578,-118.446
26265,32.6033,-96.8194
26271,44.3148,-85.6024
26272,42.3815,-83.3703
26275,42.214,-71.2245
26277,37.3782,-121.955
26278,43.1007,-77.4422
26283,33.7651,-117.869
26284,43.0731,-89.4012
26286,47.6552,-117.425
26289,32.7601,-97.4489
26292,42.2562,-71.7676
26294,33.3582,-111.761
26295,32.8778,-117.21
26296,34.505,-82.651
26298,28.5383,-81.3792
26303,30.4089,-91.1769
26305,38.767,-90.4115
26306,40.9102,-81.4316
26307,39.7817,-89.6501
26308,38.8766,-77.2358
26311,37.49,-121.931
26319,34.9247,-120.419
26325,37.3745,-121.918
26326,33.6707,-112.101
26328,41.7879,-88.2824
26329,37.7816,-122.42
26330,32.5122,-92.0434
26333,30.0324,-90.0723
26341,29.7385,-95.4789
26344,33.0201,-96.8449
26345,42.9949,-89.424
26347,59.547,-139.727
26348,38.8867,-94.7222
26355,44.1504,-88.48
26359,41.6807,-81.3521
26367,42.3361,-83.4367
26370,48.5243,-122.913
26372,44.512,-73.1836
26373,41.3263,-96.0595
26375,34.0479,-118.255
26378,34.0599,-118.286
26380,38.7464,-90.7454
26381,41.8781,-87.6298
26383,32.7767,-96.797
26388,45.4275,-122.502
26396,40.9482,-87.1521
26397,32.8328,-117.271
26398,39.0438,-77.4874
26400,40.6563,-95.2326
26402,34.4208,-119.698
26404,42.19,-87.9084
26405,40.0188,-105.256
26407,36.1617,-115.173
26410,41.3767,-73.5315
26417,40.7652,-73.9797
26419,47.674,-122.122
26421,37.1376,-119.686
26424,40.7128,-74.006
26429,40.4722,-122.317
26436,40.3813,-75.982
26437,41.0921,-79.9121
26439,35.0471,-92.367
26441,36.1699,-115.14
26446,44.9778,-93.265
26447,37.5394,-122.257
26449,42.5836,-88.4102
26451,39.7392,-104.99
26452,42.3601,-71.0589
26458,40.2205,-80.1997
26459,34.2814,-119.291
26463,42.6194,-82.9543
26464,37.7875,-122.445
26471,38.6297,-90.1889
26472,32.7767,-96.797
26476,38.9072,-77.0369
26479,32.8857,-85.1613
26481,38.6716,-121.166
26483,38.9072,-77.0369
26488,38.2749,-122.664
26496,33.6173,-111.905
26500,41.2253,-82.6036
26503,34.0522,-118.244
26506,61.2181,-149.9
26507,33.5281,-101.884
26508,39.016,-77.4816
26510,42.9363,-85.5362
26520,38.6543,-94.3477
26524,42.4085,-83.0868
26527,42.3601,-71.0589
26535,40.7724,-73.9879
26541,41.8781,-87.6298
26548,41.0054,-74.2919
26550,37.5994,-122.369
26554,48.1181,-123.431
26555,26.3949,-80.1003
26558,37.5617,-122.325
26566,48.6118,-122.96
26569,45.5215,-122.68
26573,40.7128,-74.006
26576,32.1304,-110.873
26584,47.7698,-122.184
26588,34.4006,-119.723
26592,35.0832,-80.8923
26627,41.6035,-87.7496
26629,41.8809,-87.6343
26630,37.5407,-77.4361
26632,40.8343,-74.0088
26637,37.3382,-121.886
26645,37.652,-77.5841
26647,40.2272,-75.2271
26650,38.4326,-82.0201
26653,39.016,-77.4816
26654,41.8769,-87.6499
26658,34.0479,-118.256
26660,41.8866,-87.6268
26662,45.5051,-122.675
26664,47.49,-122.272
26667,34.0345,-118.457
26669,38.5816,-121.494
26671,36.0395,-114.982
26674,33.1239,-96.1097
26677,45.5197,-122.679
26685,37.5214,-122.337
26686,32.7555,-97.3308
26688,40.7895,-74.0565
26694,41.878,-87.6324
26695,47.7323,-116.901
26703,41.4831,-91.706
26707,41.1618,-73.2842
26709,39.9766,-82.8811
26711,43.0341,-87.9067
26712,30.2027,-92.0195
26717,37.5411,-77.4332
26720,39.2496,-84.3733
26721,34.0479,-118.255
26722,41.6319,-81.3875
26724,41.6515,-75.4666
26725,41.5542,-91.5349
26727,37.9954,-86.1964
26729,39.1031,-84.512
26738,40.755,-73.9718
26740,40.7608,-111.891
26742,39.523,-119.811
26744,41.8781,-87.6298
26747,39.7392,-104.99
26750,29.7564,-95.3633
26751,39.4503,-119.762
26753,42.4416,-76.4977
26758,37.736,-122.489
26759,34.0522,-118.244
26760,33.1256,-115.514
26761,42.1842,-71.133
26762,34.1509,-118.795
26767,39.0438,-77.4874
26768,38.8623,-104.758
26769,40.7509,-73.9833
26776,43.0166,-89.888
26777,40.0515,-83.0649
26778,27.9379,-82.4596
26780,32.7767,-96.797
26781,33.5186,-86.8104
26782,32.8806,-117.21
26785,42.9181,-88.8482
26789,43.0335,-88.1408
26792,48.539,-123.032
26793,41.673,-93.6977
26794,46.9171,-104.005
26801,37.3382,-121.886
26803,37.8629,-122.491
26805,37.7906,-122.403
26808,43.0954,-75.2712
26819,39.7392,-104.99
26820,40.7128,-74.006
26821,40.7895,-74.0565
26827,34.9328,-85.3555
26829,32.8407,-83.6324
26831,32.8003,-96.8195
26840,42.2499,-87.9815
26841,33.8729,-117.924
26842,40.8377,-74.4668
26843,32.7782,-96.7987
26845,33.9699,-84.2213
26849,34.0029,-81.0246
26852,34.0471,-118.165
26854,42.6803,-73.7367
26856,39.985,-83.0129
26857,31.9686,-99.9018
26859,39.8028,-105.087
26860,44.3114,-96.7984
26861,41.2307,-73.064
26863,38.9072,-77.0369
26864,39.6115,-104.861
26873,46.2258,-97.6626
26876,33.9191,-84.0167
26877,32.788,-96.7965
26878,40.7838,-74.0729
26881,40.2645,-75.8041
26882,30.4109,-86.9123
26883,33.746,-84.4139
26885,26.204,-80.1653
26886,33.7701,-118.194
26891,39.7392,-104.99
26894,40.773,-84.1813
26897,40.7034,-74.0125
26902,33.4496,-112.079
26903,35.671,-80.4742
26904,41.8781,-87.6298
26907,42.7278,-87.7824
26912,42.0686,-87.9931
26914,37.7819,-122.411
26915,41.158,-96.1416
26919,34.1863,-118.502
26921,35.5591,-77.3145
26923,39.9876,-83.0682
26925,38.9051,-77.023
26930,33.1268,-96.734
26935,46.654,-120.53
26937,39.0586,-84.2405
26938,25.651,-80.335
26943,42.0101,-88.0805
26945,42.6526,-73.7562
26949,29.9146,-89.9938
26950,41.5675,-85.7929
26955,41.594,-93.7669
26957,39.8927,-83.0499
26959,39.542,-104.863
26963,44.8041,-93.1669
26964,36.1258,-86.8475
26966,41.8995,-87.9403
26967,36.1699,-115.14
26970,41.8548,-87.6185
26975,32.7619,-97.1037
26978,38.0194,-122.134
26981,41.8781,-87.6298
26984,29.8998,-90.0467
26992,35.9466,-86.8052
26993,39.2141,-84.4411
26997,40.7542,-73.9735
26998,35.9179,-86.8622
27004,41.0272,-85.1693
27005,39.7453,-104.979
27008,44.0511,-121.32
27013,40.7128,-74.006
27015,42.4725,-71.2549
27018,37.5449,-122.291
27019,41.8753,-88.2195
27021,36.0631,-79.948
27025,41.2679,-73.1269
27028,41.5084,-72.9106
27029,44.9714,-93.2546
27162,27.9506,-82.4572
27163,41.0307,-73.6251
27166,32.7872,-96.7942
27170,43.1917,-89.2615
27174,37.5256,-77.4471
27175,41.1932,-81.4616
27176,41.8781,-87.6298
27178,40.353,-111.78
27180,41.6032,-83.6717
27183,40.2834,-74.7971
27187,40.6075,-79.1566
27189,44.816,-91.4938
27195,38.9518,-94.7898
27202,38.0501,-85.5458
27205,32.5896,-92.0669
27216,41.8781,-87.6298
27217,35.9106,-84.1036
27221,34.9869,-86.8463
27226,42.3522,-71.0564
27228,39.9526,-75.1652
27229,47.7511,-122.249
27231,37.281,-79.897
27233,36.1627,-86.7816
27235,29.8566,-96.9042
27239,37.4063,-121.977
27242,33.947,-118.39
27245,41.9634,-87.979
27246,40.6589,-75.2954
27247,42.0329,-87.7779
27254,40.3042,-99.8973
27257,37.3519,-121.962
27258,35.5344,-97.5156
27262,41.8781,-87.6298
27268,34.4612,-97.0067
27271,41.2782,-73.1364
27274,43.5908,-84.7789
27277,33.9207,-118.328
27279,38.7365,-90.3635
27288,39.7996,-121.852
27290,40.9645,-76.8844
27292,32.8256,-117.134
27294,30.9843,-91.9623
27297,29.5326,-95.0694
27298,30.2148,-92.649
27306,43.4874,-72.4029
27309,41.457,-72.8231
27310,29.9883,-95.5011
27317,40.7128,-74.006
27323,48.2198,-122.686
27325,33.9027,-118.388
27328,40.3153,-80.0887
27329,39.9522,-75.1692
27335,40.7638,-73.975
27338,34.3144,-86.4956
27357,40.7372,-114.038
27358,42.2462,-87.8996
27360,44.7788,-93.462
27361,41.885,-87.6215
27364,48.5126,-122.613
27365,41.8781,-87.6298
27369,41.8914,-87.6345
27372,29.9932,-81.6798
27373,47.422,-120.296
27377,47.6056,-122.333
27380,30.2154,-97.7424
27382,42.6495,-73.7512
27383,35.835,-78.6363
27385,37.5552,-122.277
27387,41.8908,-87.6216
27389,32.7767,-96.797
27390,40.8299,-74.1267
27395,33.6833,-117.833
27398,41.1864,-76.5069
27399,41.8781,-87.6298
27400,46.8721,-113.994
27401,44.8398,-93.4412
27402,40.334,-76.7891
27403,34.5059,-109.361
27411,33.6762,-111.965
27418,37.6242,-122.12
27419,37.3047,-89.5402
27421,42.2997,-71.4807
27424,33.4484,-112.074
27425,37.0431,-100.921
27426,33.6962,-117.924
27431,37.3382,-121.886
27437,37.7776,-122.398
27441,36.1699,-115.14
27445,34.0135,-117.846
27446,35.0526,-83.1968
27447,38.9017,-77.033
27451,33.0006,-96.9965
27457,41.0347,-73.7671
27458,40.9851,-86.8816
27459,39.5877,-104.843
27462,45.5579,-94.1632
27468,33.7477,-117.906
27470,40.8753,-74.4363
27473,33.8509,-118.304
27474,40.7553,-73.9777
27477,41.4993,-81.6944
27478,40.9869,-73.7427
27482,47.6688,-122.122
27490,43.0023,-89.4241
27496,34.0522,-118.244
27499,38.2459,-85.758
27501,34.0978,-118.349
27506,37.7749,-122.419
27507,41.7481,-77.3018
27510,37.4146,-122.146
27515,37.6943,-121.921
27516,42.3601,-71.0589
27517,44.0163,-92.4723
27521,29.7604,-95.3698
27522,37.3833,-122.078
27523,38.8397,-77.4335
27526,40.7128,-74.006
27527,32.7762,-79.9313
27529,38.8589,-77.2178
27535,40.7206,-74.0015
27536,40.7636,-73.9727
27539,47.6143,-122.339
27541,44.0576,-121.313
27545,34.0508,-118.258
27548,37.3382,-121.886
27549,33.1032,-96.6705
27553,46.0915,-88.6379
27554,38.9586,-77.357
27556,33.7555,-84.3915
27557,34.0479,-118.255
27559,37.7749,-122.419
27562,41.5253,-88.1335
27564,33.4014,-111.98
27569,25.7617,-80.1918
27578,47.6143,-122.339
27585,40.7178,-74.0431
27589,34.2347,-118.591
27590,35.4088,-80.5795
27591,37.8077,-122.266
27593,25.7824,-80.1931
27595,40.5703,-84.1946
27596,32.9484,-96.8275
27597,34.284,-118.78
27602,39.5403,-107.326
27608,39.1071,-84.5007
27609,34.062,-118.201
27610,32.7767,-96.797
27611,40.7696,-74.0204
27614,42.3584,-71.0638
27615,37.3382,-121.886
27622,33.749,-84.388
27624,41.9871,-87.8458
27630,34.0611,-118.293
27632,36.0325,-86.813
27634,30.2026,-81.5578
27637,29.5454,-98.5773
27641,34.0522,-118.244
27645,42.1169,-72.5476
27647,37.7749,-122.419
27668,27.3412,-82.4518
27696,41.9239,-83.467
27699,43.6373,-94.1034
27715,37.0902,-95.7129
27738,32.9804,-96.7604
27759,25.7824,-80.1931
27781,25.7617,-80.1918
27782,39.7454,-104.989
27810,37.5485,-121.989
27822,33.7087,-117.847
27823,25.7605,-80.1909
27847,32.3824,-106.491
27876,25.7617,-80.1918
27947,25.7816,-80.3143
28394,32.7767,-96.797
28458,41.4993,-81.6944
28502,32.5675,-116.976
28571,35.7973,-82.684
28573,41.3948,-73.454
28576,34.0507,-118.277
28677,45.5051,-122.675
28719,41.0793,-85.1394
28753,40.7128,-74.006
28878,38.8852,-77.0212
28919,30.2672,-97.7431
28959,29.8443,-95.5564
28990,29.7756,-95.784
29032,29.949,-90.0712
29075,38.9536,-94.7336
29096,43.4195,-83.9508
29119,38.2777,-104.611
29131,38.345,-98.2017
29170,34.0469,-118.445
29207,40.0707,-75.4619
29208,37.5393,-77.4432
29222,40.7598,-73.9754
29255,39.7243,-105.195
29256,40.2343,-74.7698
29278,39.7453,-104.979
29308,32.7913,-96.8036
29339,47.6103,-122.341
29405,47.6062,-122.332
29415,48.7343,-122.487
29457,41.8528,-87.6205
29486,42.0351,-87.9403
29527,40.7128,-74.006
29544,40.2998,-74.0824
29550,37.3382,-121.886
29558,33.749,-84.388
29562,35.6073,-97.6418
29571,41.8784,-87.6345
29668,38.8343,-104.826
29686,37.3382,-121.886
29699,29.7598,-95.3637
29705,41.8781,-87.6298
29706,41.8774,-88.0688
29707,35.0011,-89.8822
29711,39.5735,-104.881
29713,39.6309,-78.2252
29717,35.2349,-80.7384
29718,39.1361,-94.5022
29720,32.5896,-92.0669
29722,31.1363,-97.7797
29727,32.8806,-117.21
29729,36.0527,-90.4429
29733,33.3519,-111.976
29737,44.9778,-93.265
29738,40.8043,-74.0121
29739,37.4263,-122.141
29742,34.1909,-118.337
29744,47.6143,-122.339
29746,40.7621,-73.9731
29748,37.5475,-122.308
29756,28.2189,-82.4576
29757,41.0916,-74.0029
29762,44.8629,-93.3257
29766,33.5186,-86.8104
29767,38.9134,-94.7864
29770,33.7557,-84.3884
29774,39.0997,-94.5786
29775,42.6708,-83.033
29779,38.9072,-77.0369
29782,41.9898,-87.9907
29783,40.7639,-73.9709
29784,40.7527,-73.9741
29786,42.3601,-71.0589
29787,39.9681,-82.9956
29788,39.6837,-75.7497
29789,48.0835,-123.1
29790,33.0227,-96.7194
29791,47.6238,-122.346
29796,39.0226,-77.455
29802,47.6152,-122.35
29803,40.7128,-74.006
29809,32.7288,-94.9451
29816,44.9865,-93.3969
29819,32.7157,-117.161
29822,39.9002,-75.0375
29825,41.8389,-87.6275
29829,29.7604,-95.3698
29831,39.7392,-104.99
29833,41.0793,-85.1394
29838,64.6175,-162.261
29840,32.5276,-92.714
29841,42.6754,-84.4374
29843,34.2407,-102.748
29844,40.7268,-111.957
29848,39.9531,-75.5987
29852,40.7095,-74.0091
29854,40.7088,-74.0111
29863,47.6062,-122.332
29864,40.6236,-111.896
29866,32.7913,-96.8036
29867,41.1412,-73.2637
29868,40.7831,-73.9713
29870,32.4,-93.8071
29871,32.0801,-81.0905
29873,47.3554,-122.583
29874,39.0165,-77.4593
29884,37.5274,-122.261
29885,41.8781,-87.6298
29886,39.287,-76.6062
29889,33.6846,-117.827
29890,40.8066,-73.0401
29891,41.9087,-87.8177
29894,37.6393,-120.997
29895,34.0567,-84.2846
29897,33.5528,-82.1199
29898,44.9671,-93.3457
29900,40.3329,-98.4487
29902,34.3161,-89.9533
29905,42.3461,-71.0815
29906,39.2904,-76.6122
29909,42.0349,-71.239
29914,34.7465,-120.525
29919,40.7608,-111.891
29921,45.5122,-122.676
29924,44.4144,-85.4197
29928,39.0438,-77.4874
29930,37.7929,-122.405
29933,47.7601,-122.205
29934,39.4015,-76.6019
29938,42.5537,-70.8423
29940,42.6494,-73.7511
29942,36.0883,-79.8339
29944,37.7866,-122.397
29946,41.3164,-110.332
29948,32.6742,-97.0887
29949,39.9339,-74.9546
29951,37.7913,-122.402
29952,29.7604,-95.3698
29956,40.7601,-73.9818
29957,40.7128,-74.006
29959,43.076,-89.4478
29960,47.6143,-122.339
29966,39.0438,-77.4874
29968,42.441,-79.3337
29969,27.3387,-82.5126
29970,35.4675,-97.5141
29972,33.749,-84.388
29973,45.5208,-122.678
29975,32.5524,-84.9195
29976,37.3976,-121.981
29979,45.1772,-69.0193
29981,37.4544,-122.165
29985,32.9438,-117.241
29989,40.7128,-74.006
29990,34.062,-118.342
29992,39.4175,-77.9112
29993,41.7752,-88.1433
29997,39.4618,-119.779
30004,40.7825,-74.0728
30006,39.7439,-104.98
30009,32.7508,-97.3532
30015,41.2694,-95.9235
30016,26.1193,-80.1437
30018,32.7782,-96.7987
30027,39.3635,-101.377
30029,35.6139,-99.6715
30031,42.3601,-71.0589
30032,44.9713,-93.2547
30036,38.9547,-122.611
30038,40.7357,-74.1724
30041,37.7749,-122.419
30043,39.5846,-106.093
30047,37.7902,-122.402
30050,40.7556,-73.9844
30053,40.7703,-73.9924
30056,34.0522,-118.244
30058,34.0522,-118.244
30059,32.7767,-96.797
30060,38.9567,-77.3623
30061,39.7047,-84.2031
30066,25.7917,-80.3204
30067,38.9072,-77.0369
30069,37.3188,-121.949
30072,32.1293,-101.788
30074,29.4805,-82.8607
30081,41.8778,-87.6312
30082,32.7767,-96.797
30083,47.6143,-122.339
30087,33.8329,-84.1514
30089,36.535,-82.5489
30091,38.0406,-84.5037
30092,34.0484,-118.255
30094,30.2707,-97.7524
30097,43.2165,-123.342
30099,42.5279,-70.9287
30101,37.9086,-122.066
30103,37.3329,-121.895
30104,29.785,-95.4806
30107,45.5152,-122.678
30108,33.0198,-96.7461
30110,43.0038,-108.883
30111,42.3601,-71.0589
30115,34.0522,-118.244
30117,37.2477,-121.775
30118,40.7604,-73.9808
30119,45.5317,-122.684
30121,37.2872,-121.95
30139,38.9858,-119.163
30140,42.3493,-71.0751
30141,33.926,-118.394
30148,33.6831,-117.17
30149,38.9339,-77.1773
30154,41.8781,-87.6298
30162,46.499,-90.0232
30165,46.8772,-96.7898
30167,31.7723,-106.382
30168,40.062,-83.0127
30170,47.2533,-122.437
30172,35.9346,-86.814
30174,37.8067,-100.348
30175,37.7037,-121.874
30176,39.9596,-75.161
30182,32.7217,-102.659
30187,26.1216,-80.2538
30188,34.0522,-118.244
30196,41.3165,-73.0932
30197,40.7357,-74.1724
30202,32.4488,-81.7832
30205,39.8318,-105.004
30208,47.0191,-96.668
30209,35.1588,-80.8338
30211,45.6557,-110.57
30212,33.9192,-118.416
30215,37.4084,-121.954
30217,44.5187,-87.9787
30220,38.5816,-121.494
30221,26.6406,-81.8723
30222,32.8167,-96.8834
30229,39.056,-95.7565
30231,40.0926,-75.1639
30236,32.8362,-96.871
30238,37.4084,-121.954
30242,43.4195,-83.9508
30244,40.7128,-74.006
30247,40.7209,-111.985
30248,39.934,-74.891
30255,40.7234,-74.0055
30256,38.9529,-77.4165
30257,35.9614,-88.9399
30258,34.1326,-118.153
30262,41.0778,-74.161
30263,42.2249,-121.782
30264,35.6151,-87.0353
30266,37.7926,-122.395
30268,44.7874,-93.6022
30276,30.2696,-97.7434
30277,42.6125,-122.806
30278,41.882,-87.6389
30279,33.45,-112.259
30280,40.8074,-73.2667
30282,44.0153,-88.5386
30286,37.3382,-121.886
30287,35.0844,-106.65
30291,38.7835,-76.0892
30292,34.0235,-118.281
30293,39.8861,-75.5386
30298,39.9612,-82.9988
30299,32.5896,-92.0669
30301,39.1155,-94.6268
30305,30.3184,-81.6763
30307,42.4453,-73.2531
30308,40.2268,-76.763
30315,45.5272,-122.936
30325,41.8506,-91.6466
30327,32.326,-86.2773
30330,39.934,-74.891
30334,39.9612,-82.9988
30335,46.0475,-118.39
30338,37.0563,-94.4532
30339,40.7631,-73.9835
30340,35.994,-78.8986
30344,40.7895,-74.0565
30350,32.4022,-94.8619
30356,42.5056,-83.578
30359,39.087,-94.5905
30361,41.8781,-87.6298
30362,21.3357,-158.087
30363,26.2213,-80.206
30364,30.2456,-92.0993
30366,39.06,-77.4621
30367,41.0259,-73.6298
30372,34.0686,-118.028
30373,36.1627,-86.7816
30374,32.1358,-81.6185
30380,40.7908,-74.0485
30382,43.5789,-83.8979
30384,32.7157,-117.161
30387,37.2676,-121.958
30394,40.7536,-73.9748
30395,42.2711,-89.094
30399,25.7617,-80.1918
30404,27.0731,-82.4076
30410,36.1627,-86.7816
30412,32.7767,-96.797
30415,29.6694,-82.3823
30416,40.8448,-73.8648
30417,37.7749,-122.419
30419,37.4419,-122.143
30424,29.8921,-90.0944
30426,43.9351,-90.819
30432,47.2709,-122.489
30435,40.3271,-76.7767
30436,38.5017,-107.914
30441,40.7547,-73.9828
30442,34.0257,-84.5834
30444,29.1872,-82.1401
30447,34.977,-106.324
30449,33.4462,-112.096
30450,37.804,-121.304
30452,41.26,-95.9379
30456,38.9072,-77.0369
30462,41.6603,-93.7714
30465,41.824,-71.4128
30469,37.7832,-122.393
30471,34.0823,-118.318
30472,21.3069,-157.858
30474,42.3765,-71.2356
30475,47.6062,-122.332
30478,45.4919,-122.81
30481,40.2008,-79.4636
30483,41.7722,-88.2171
30484,40.2884,-76.876
30489,40.7128,-74.006
30491,46.8721,-113.994
30496,29.9987,-92.2865
30497,41.8536,-87.6183
30501,34.7746,-79.4585
30503,33.749,-84.388
30510,33.9426,-84.3362
30515,39.063,-77.1159
30517,41.8781,-87.6298
30520,42.3601,-71.0589
30522,40.819,-77.8434
30523,35.4631,-97.574
30524,41.8781,-87.6298
30525,35.1476,-80.9849
30527,40.7586,-73.4385
30528,30.7958,-93.3288
30536,32.7947,-96.8089
30537,47.6565,-117.209
30542,28.2477,-81.2838
30548,37.4128,-122.009
30550,45.5206,-122.677
30553,41.8781,-87.6298
30560,41.8781,-87.6298
30563,33.5965,-83.8593
30564,32.4286,-93.7043
30565,44.7974,-93.5273
30567,36.077,-87.3878
30568,41.8781,-87.6298
30572,41.5062,-81.6504
30573,41.8024,-88.0947
30588,47.5818,-122.154
30589,44.9741,-93.3029
30590,40.7493,-73.9759
30593,40.9595,-74.0534
30598,30.1645,-95.4538
30600,40.4842,-88.9937
30602,36.976,-121.901
30612,39.7392,-104.99
30620,39.6172,-104.951
30622,36.1989,-115.118
30633,33.709,-117.954
30635,40.7411,-73.9994
30636,48.5126,-122.613
30639,40.5965,-111.867
30640,37.4848,-122.228
30644,32.7999,-96.7945
30647,32.3982,-90.1432
30650,44.1876,-88.4618
30659,28.5407,-81.3766
30661,40.7489,-73.985
30663,44.0763,-116.935
30665,32.7767,-96.797
30666,38.8951,-77.0364
30671,40.0177,-105.28
30672,32.7767,-96.797
30673,33.6088,-112.161
30674,31.5469,-97.1211
30676,36.1627,-86.7816
30678,32.8003,-96.8195
30687,39.5771,-104.832
30688,37.5883,-108.765
30689,25.9228,-80.1562
30690,41.682,-85.9767
30691,39.7684,-86.1581
30707,30.4332,-97.6006
30721,43.07,-94.2383
30756,37.4719,-121.92
30776,42.6261,-73.6957
30824,41.8781,-87.6298
30858,40.736,-122.93
30890,47.6062,-122.332
30923,37.0902,-95.7129
30967,34.0522,-118.244
30975,39.0519,-77.4523
30983,38.9072,-77.0369
30989,32.7767,-96.797
30998,42.7399,-83.146
31004,44.4945,-73.167
31034,33.9826,-118.159
31094,35.6127,-77.3664
31110,42.1946,-122.709
31126,35.7327,-78.8503
31167,25.8792,-80.1964
31186,37.3864,-121.903
31216,40.7128,-74.006
31252,45.4827,-98.5166
31312,40.1164,-88.2434
31405,36.1297,-80.2249
31442,40.7621,-73.9731
31548,40.7415,-74.0034
31591,37.6297,-122.421
31638,37.0902,-95.7129
31669,38.985,-77.0952
31708,41.8781,-87.6298
31713,37.3382,-121.886
31747,40.7543,-73.9998
31752,41.6993,-91.6106
31753,41.8781,-87.6298
31759,41.7774,-87.5715
31762,42.4177,-113.811
31767,36.104,-86.7563
31769,38.9236,-77.2205
31774,38.9195,-77.2197
31775,42.8864,-78.8784
31776,37.79,-122.402
31778,44.0648,-121.266
31780,42.3897,-71.2607
31781,42.9883,-96.059
31784,30.9047,-84.5758
31785,33.4484,-112.074
31787,35.2795,-89.6699
31789,41.5768,-75.2588
31791,35.1483,-101.904
31793,40.0095,-75.2184
31797,33.3795,-111.94
31799,36.2193,-81.6842
31800,33.9159,-112.136
31803,36.1555,-95.991
31806,41.9958,-88.2458
31807,21.3578,-157.768
31814,32.7767,-96.797
31815,38.5905,-90.3457
31820,43.028,-78.8003
31824,40.5537,-74.4571
31829,25.7617,-80.1918
31835,39.7392,-104.99
31836,39.9526,-75.1652
31837,43.615,-116.202
31841,40.4922,-84.3193
31843,38.4242,-82.4178
31845,41.9106,-88.3213
31846,33.1268,-117.267
31849,33.8591,-98.4942
31853,33.4484,-112.074
31857,47.6062,-122.332
31861,34.9854,-101.916
31862,43.1775,-77.6789
31863,37.4028,-122.054
31864,42.9027,-78.8909
31867,36.7336,-87.4054
31874,30.3184,-81.6763
31875,44.6367,-124.051
31877,34.5026,-84.9511
31881,39.9209,-105.144
31882,42.3601,-71.0589
31883,35.7189,-105.946
31890,41.8781,-87.6298
31892,33.5503,-111.922
31893,32.921,-97.0145
31898,37.2318,-121.782
31902,39.7392,-104.99
31904,40.3083,-105.081
31913,30.1579,-95.463
31917,40.2676,-74.0832
31919,33.749,-84.388
31920,40.4183,-86.4682
31921,40.8759,-81.4023
31922,42.6261,-73.6957
31927,41.824,-71.4128
31937,27.9506,-82.4572
31939,41.1537,-81.3579
31942,38.6517,-90.5617
31947,46.8195,-96.8477
31948,35.3368,-106.593
31953,26.911,-82.2686
31955,44.9778,-93.265
31957,40.1158,-83.0024
31968,37.1502,-88.7221
31972,34.0522,-118.244
31973,43.0464,-89.3429
31976,40.0909,-82.7778
31977,40.7128,-74.006
31978,35.1992,-120.62
31982,41.8769,-87.6499
31983,37.1201,-93.4802
31984,33.8522,-112.258
31987,40.4317,-74.405
31989,30.2699,-81.6262
31996,33.218,-82.3797
31998,47.5053,-111.301
31999,28.8281,-81.797
32000,42.1893,-120.347
